perfil_id,fecha,numero,clase,lon,lat
1649,2001-05-23,ER1-117C,Peluderte argiudólico,-59.734957,-32.156939
905,1981-03-27,25/215 C,Natracuol típico,-60.983263,-34.980812
2344,1981-11-24,CFI 1777,Albacualf aérico,-58.723866,-27.506751
1950,1971-06-01,14/1632 C,Hapludol thapto árgico,-58.517249,-35.211994
4487,1987-08-11,III-922C,"",-66.265278,-33.385
2442,2001-01-01,C-79,Hapludalfe mólico,-55.395833,-27.556389
491,1966-04-28,11/454 C,"",-60.584999,-34.114402
1574,1972-12-14,CFI 36,Pauledalfes típicos,-59.165272,-30.211983
2367,1980-02-15,CFI 1146,"",-58.787612,-27.937089
435,1966-10-18,8/486 C,"Hapludol típico, franca fina, mixta, térmica",-61.47717,-34.134279
1466,1990-07-15,"",Hapludol típico,-64.544343,-23.239465
4454,1983-04-13,C III-824,"",-65.3,-33.395833
6262,2017-03-16,2607,"Hapludertes típicos, arcillosa fina",-58.375556,-29.092222
2973,2011-08-25,P6 C11,Ustifluvente típico,-64.970361,-25.594083
645,1966-08-19,10/472 C,Argiudol típico,-60.714835,-34.570685
387,1966-01-01,387,Natracualf típico,-61.9,-32.566667
6354,1976-01-01,791 C,"Hapludol Tapto Argico, franca fina",-62.353575,-34.021081
5355,1976-07-14,331 C,"",-64.983333,-35.766667
519,1966-05-18,8/318 C,"Argiudol típico, fina, illítica, térmica",-60.447005,-34.297319
3257,1981-11-27,E25,"Natrustalf ácuico, arcillosa muy fina, montmorillonítica, hipertérmica",-59.376406,-26.248858
6778,1986-08-21,7,Argiudol acuértico,-58.226626,-29.642425
5705,1972-03-22,Santa Bárbara,"",-56.1333,-28.45
7302,1970-09-16,27/432 C,"",-58.441435,-37.032001
7310,1972-01-20,29/305 C," Argialbol típico, arcillosa fina",-58.805372,-36.727697
4940,1988-12-14,III-C 1006,"",-65.001944,-32.363611
2515,1970-07-21,11-2337c,"",-62.4092,-32.5692
5244,1986-01-01,Obs. 5,Paleortides petrocálcicos,-63.155,-40.967222
6794,1988-03-05,23/643 C,"Hapludol thapto nátrico, franca gruesa, mixta, térmica",-61.485298,-36.320739
3847,1959-02-17,605/27,"",-68.433333,-47.783333
1915,1976-03-22,322C INTA Castelar,Natracuol típico,-59.082663,-33.727651
3027,2011-06-15,P4 C9,Paleudol petrocalcico,-60.483667,-37.532389
705,1966-08-24,11/661 C,Planosol (asociado a Rojas fd3 Hx),-61.090028,-33.860542
3035,2011-11-30,P4 C15,Haplustol torriorténtico,-64.535083,-30.120278
6327,1977-04-01,MT 38,"",-61.825839,-34.131078
7478,1974-12-10,12/3362 C,"Pelluderte típico, muy fina, mixta, térmica",-57.181563,-36.872566
6826,1973-11-24,19/14 C,"Argiudol ácuico, somera, fina",-60.146235,-36.135346
6818,1971-07-19,9/2039 C,"",-57.734385,-35.372396
1685,2002-10-04,ER1-127C,Peluderte argiudólico,-58.337003,-32.873696
1075,2006-01-01,1075,Torripsamentes tipico,-67.830316,-34.865789
2289,1988-05-01,VG 1127,Haplustalfe vértico,-62.833333,-25.8
7463,1982-07-21,414,Ocracualfes vérticos,-57.379353,-27.492366
1116,2006-01-01,1116,Torripsamentes tipico,-68.248076,-34.590153
1855,1997-09-30,ER7-121C,Peluderte árgico,-60.050793,-31.512937
2450,2001-01-01,C-42,"Hapludol lítico, esquelético arcillosa",-55.579167,-27.641667
3921,1959-03-06,605/53,"",-68,-49.516667
7246,1974-12-05,9/3355 C,"",-57.652212,-37.267589
6810,1987-07-21,-,Epiacuertes típicos,-58.03745,-29.663143
324,1967-03-15,10/695 C,"",-60.720411,-33.440114
1046,2006-01-01,1046,Torrifluventes tipico,-69.066772,-33.745874
4773,1979-08-12,C2,Ustifluvente tipico franco arenoso sobre arenoso esqueletico,-65.023,-24.4268
6232,2017-05-02,2650,"Hapludalfes típicos, arcillosa fina",-57.680609,-29.430815
5261,1981-10-27,III-C 594,"",-65.804722,-33.293056
7153,1971-08-24,7/1893 C,"Argiudol típico, franca fina",-60.448949,-36.742647
7065,1972-04-05,21/2253 C,"Argiudol típico, fina, illítica, térmica",-59.211776,-36.659344
5092,1983-02-14,C-376 RN,"",-67.495556,-40.771944
2069,1971-04-13,C28-99,Hapludol típico. franca gruesa. mixta. térmica,-62.4,-33.4833
2338,1975-06-12,C19-1814,Argialbol típico. limosa fina. mixta. térmica,-63.8336,-31.6472
4557,1989-11-15,III-C 1027,"",-65.665298,-32.049512
5025,1982-10-28,C-298 RN,"",-64.943806,-39.030194
6269,1988-05-23,25 C,Kandiudult ródico,-55.061568,-26.867882
261,1969-11-19,9/1438 C,"Albacualf vértico, fina, illítica, térrmica",-58.370833,-35.189167
6797,1988-03-05,23/644 C,"Hapludol éntico, arenosa, mixta, térmica",-61.46939,-36.293459
6066,1971-10-01,26/114 C,Argialbol tipico,-57.881683,-36.161588
4256,1964-03-07,915,"",-61.189825,-38.701558
3306,0001-01-01,3306,"Natralbol típico, arcillosa fina",-61.226111,-32.525556
4618,1979-10-09,I-604C,"",-65.330556,-34.618889
1825,1969-12-10,C18-325,Haplustol údico. limosa gruesa. mixta. térmica,-62.9689,-32.5125
3185,1982-04-14,3185,"",-64.6883,-25.3907
2802,1982-10-05,23/283 C,"Argiudol ácuico, fina, illítica, profunda, térmica",-58.661675,-38.143606
2558,2012-06-05,CFI 1541,Psamacuentes típicos,-59.342083,-29.644417
5937,2008-10-01,P 19,Calciargide típico,-69.811361,-41.63925
1854,1995-07-19,ER7-107C,Hapludol tapto árgico,-59.886689,-32.695837
6222,2017-03-09,2600,"Endoacuertes típicos, arcillosa fina",-58.43,-29.075278
1263,1966-10-18,14/361 C,Argialbol típico,-59.76614,-34.834489
2685,1989-09-05,23/1272 C,"Hapludol ácuico, franca gruesa, mixta, térmica",-61.684832,-36.363754
5549,1999-12-01,P19,Hapludol éntico,-72.466667,-48.983333
2347,1980-02-08,CFI 1788,Udipsamment,-58.707022,-27.562613
1351,1968-03-21,2/711 C,Planosol - Argialbol típico,-58.883711,-34.895489
5117,1981-06-12,II-713 C,"",-66.085278,-33.356667
1211,1992-10-07,ER1-79C,Argiudol vértico,-59.576318,-32.600983
5041,1982-11-27,C-325 RN,"",-68.170806,-39.626306
2418,2012-03-09,CFI 1297,"Udipsamentes típicos, franco gruesa",-59.295857,-29.571635
1316,1967-10-05,5/716 C,Solonetz,-59.223311,-34.6811
7580,1969-11-25,17/322 C,"",-62.577611,-32.344292
3551,1987-08-20,III-933C,"Haplocalcide ústico, franco gruesa, mixta, térmica",-66.662778,-33.2425
2614,1969-04-25,18-93C,Duracuol árgico. fina. illítica. térmica,-62.5536,-32.8628
4439,1978-11-07,III-215C,"",-65.647778,-35.943056
2551,2012-06-28,CFI 1540,"Udipsamentes oxyácuicos, arenosa",-59.316833,-29.502528
2325,1982-07-17,CFI 1349,"Natracuoles típicos, franco fina, mixta",-57.353374,-27.627457
7489,2015-05-16,18,"",-57.655667,-27.816675
3583,1955-01-01,427 C,Haplustol éntico,-63.816667,-35.183333
5382,1976-08-01,402,"",-63.466667,-37.3
3202,0001-01-01,3202,"Argiudol ácuico, arcillosa fina",-61.883333,-30.459167
6442,1988-06-24,NW-283C,"Calciustol típico, franca fina, mixta, térmica",-63.916667,-29.783333
4801,1982-11-17,II-C 873,"",-65.359722,-33.141389
5718,1982-01-01,B/198C,"",-67.746188,-34.555659
724,1966-09-13,12/773 C,Argiudol típico,-59.767227,-34.415008
2339,1981-11-27,CFI 1760,"Albacualfes típicos, franco fina, mixta.",-58.553096,-27.441545
7164,1971-08-27,7/1904 C,"Argiudol ácuico, franca fina",-60.474249,-36.678335
3861,0001-01-01,3861,Natracualf típico,-61.617814,-27.964881
1261,1967-03-01,4/383 C,"",-59.890402,-34.877326
2189,1986-10-01,VG 654,Argiustoles údicos,-64.5,-26.283333
